sentence1,sentence2,label,p,pred
"lexical = 20, order = 100 Ah! poor fellow!","I suspected as much! Oh, the poor pet. lexical = 60, order = 60 You know my aunt, Madame Lerat? poor fellow! Oh, the poor pet. Do you know my aunt Lerat? lexical = 60, order = 60 Next time she comes get her to tell you the story of the green-grocer who lives in her street. You know my aunt, Madame Lerat? Do you know my aunt Lerat? When she comes get her to tell you the story about the fruiterer who lives opposite her. lexical = 60, order = 60 Just fancy, the green-grocer-Drat it! Next time she comes get her to tell you the story of the green-grocer who lives in her street. When she comes get her to tell you the story about the fruiterer who lives opposite her. Just fancy that man-- lexical = 80, order = 60 the fire is hot; I must turn round again. Just fancy, the green-grocer-Drat it! Just fancy that man-- Damn it, how hot this fire is! I must turn round. lexical = 100, order = 100 the fire is hot; I must turn round again. Damn it, how hot this fire is! I must turn round. lexical = 60, order = 40 I’ll cook my left side this time.” the fire is hot; I must turn round again. Damn it, how hot this fire is! I must turn round. I'm going to roast my left side now.",1,0.02517884,0
"lexical = 20, order = 100 “Yes, he, you see, sharp-legged!” - the peasants began to say and even scratch their heads, because from the long-term woman's management they all pretty much became emaciated. But this did not last long. The Russian muzhik is quick-witted and clever: he soon realized that the master, although he is quick and has a desire in him to take on a lot, but how exactly, how to take it on - he still does not understand this, he speaks somehow too competently and intricately, the peasant is not able to not into science. It turned out that the master and the peasant somehow did not understand each other at all, but simply did not sing together, did not adapt to deduce the same note. Tentetnikov began to notice that everything turned out somehow worse on the master's land than on the peasant's: it was sown earlier, it sprouted later. And they seemed to work well: he himself was present and ordered to give out even a cup of vodka for hard work. The muzhiks had long been earing rye, oats were spilling out and millet was bushing, but his bread had barely begun to go into the tube, the heel of the ear was not yet tied. In a word, the gentleman began to notice that the peasant was simply cheating, despite all the benefits. I tried to reproach, but received the following answer: “How is it possible, master, that we do not care about the master's, that is, the benefit? They themselves deigned to see how hard they tried when they plowed and sowed: they ordered vodka to be served at the chaporukha. What was the objection to this? “But why is it bad now?” the barin asked. ""Who knows! It can be seen that the worm has eaten up from below, and summer, you see, what it is: it didn’t rain at all. But the master saw that the worm did not eat up the bottom of the peasants, and the rain was somehow strange, in a strip: he pleased the peasant, but at least dropped a drop on the master's field. It was even more difficult for him to get along with the women. Every now and then they asked for time off from work, complaining about the burden of corvée. Strange affair! He completely destroyed all sorts of offerings of linen, berries, mushrooms and nuts, half reduced other work from them, thinking that the women would use this time for household chores, sew, clothe their husbands, multiply the gardens. It wasn't there! Idleness, fights, gossip and all sorts of quarrels started up between the fair sex, such that husbands now and then came to him with such words: “Master, calm down the demon woman! Exactly what the hell! there is no life from her!” Several times, reluctantly, he wanted to take up severity. But how to be strict? Baba came in like a woman, squealed so much , she was so ill, sick, she wrapped such nasty, nasty rags on herself - where did she get them from, God knows her. “Go, go only from my eyes, God be with you!” said poor Tentetnikov, and after that he had the pleasure of seeing how the sick woman, having gone out of the gate, grabbed some turnips with her neighbor and broke off her sides in such a way that even a healthy peasant would not be able to. He took it into his head to try to start some kind of school between them, but this turned out to be such nonsense that he hung his head - it was better not to even think about it! All this significantly cooled his zeal for the economy, and for the judicial case, and in general for activity. At work, he was already present almost without attention: his thoughts were far away, his eyes searched for foreign objects. During mowing, he did not look at the rapid lifting of sixty scythes at once and the measured, with a slight noise, falling under them in rows of tall grass; he looked instead at some meander of the river, along the banks of which a red-nosed, red-legged martyn walked - of course, a bird, and not a man; he watched how this martyn, having caught a fish, held it across his nose, as if considering whether to swallow or not to swallow, and at the same time gazing intently along the river, where in the distance another martyn was visible, who had not yet caught the fish, but was looking intently at martyn, who had already caught a fish. During the harvesting of bread, he did not look at how sheaves were stacked in shocks, crosses, and sometimes just a shish. He did not care whether lazily or quickly threw haystacks and laid luggage. <sent> Screwing up his eyes and gazing upwards at the vast expanse of the sky, he let his nostrils drink in the scent of the fields and his ears marvel at the voices of the numberless singers of the air when from all sides, from heaven and earth alike they unite in one chorus, without jarring on one another. The quail lashes its whip, the landrail utters its harsh grating cry among the grass, the linnets twitter and chirrup as they flit to and fro, the trills of the lark fall drop by drop down an unseen airy ladder, and the calls of the cranes, floating by in a long string, like the ringing notes of silver bugles, resound in the void of the melodiously vibrating ether. </sent> Whether work was done near, he was away from it; whether she was far away - his eyes searched for what was closer. And he looked like that absent-minded student who looks at a book, but at the same time sees a fig, substituted for him by a comrade. Finally and completely he stopped going to work, he completely abandoned both the court and all reprisals, sat down in the rooms and stopped receiving even the reports of the clerk.","Closing his eyes and raising his head upwards to the expanses of heaven, he allowed his sense of smell to drink in the smell of the fields, and his hearing to be amazed by the voices of the airy melodious population, when it from everywhere, from heaven and from earth, unites into one sound-consonant choir, without contradicting each other. The quail beats, the twitch twitches in the grass, the flying linnets rumble and chirp, the larks trill down the invisible air stairs, and the chirping of the cranes, rushing to the side in a line - the exact ringing of silver trumpets - is heard in the void of the resoundingly shaking air desert.",1,0.02517884,0
"lexical = 40, order = 40 ""Are they ours, Grandfather? STROKED THE TWO GOATS IN TURN * * * Suddenly a shrill whistle was heard. Down from the heights above, the goats came springing one after another, with Peter in their midst. Are they both ours? * * * HEIDI TENDERLY STROKED THE TWO GOATS IN TURN HEIDI TENDERLY Heidi sprang forward with a cry of joy and rushed among the flock, greeting first one and then another of her old friends of the morning. As they neared the hut the goats stood still, and then two of their number, two beautiful, slender animals, one white and one brown, ran forward to where the grandfather was standing and began licking his hands, for he was holding a little salt which he always had ready for his goats on their return home. Then the wind began to roar louder than ever through the old fir trees; Heidi listened with delight to the sound, and it filled her heart so full of gladness that she skipped and danced round the old trees, as if some unheard of joy had come to her. The grandfather stood and watched her from the shed. Heidi tenderly stroked the two goats in turn, jumping about in her glee at the pretty little animals. Peter went on down the mountain with the remainder of his flock.","The old fir-trees were rustling and a mighty wind was roaring and howling through the tree-tops. Those sounds thrilled Heidi's heart and filled it with happiness and joy. She danced and jumped about under the trees, for those sounds made her feel as if a wonderful thing had happened to her. The grandfather stood under the door, watching her, when suddenly a shrill whistle was heard. Heidi stood still and the grandfather joined her outside. Down from the heights came one goat after another, with Peter in their midst. Uttering a cry of joy, Heidi ran into the middle of the flock, greeting her old friends. When they had all reached the hut, they stopped on their way and two beautiful slender goats came out of the herd, one of them white and the other brown. They came up to the grandfather, who held out some salt in his hands to them, as he did every night. Heidi tenderly caressed first one and then the other, seeming beside herself with joy. ""Are they ours, grandfather? Do they both belong to us?",1,0.02517884,0
"lexical = 20, order = 100 - Indeed? <sent> If you hadn’t said so, I should never have thought so.’ </sent>","Don't ask me, it doesn't look like it,"" she said.",1,0.025565214,0
"lexical = 60, order = 40 Her turban was twice the size of one of the others; He was browed and his nose was somewhat flat; the big mouth, but red the lips; the teeth, which perhaps he discovered, showed to be sparse and not well set, although they were white as peeled almonds; in his hands he was carrying a thin canvas, and between it, as far as I could make out, a heart of mummy flesh, as it was dry and bruised. ""And when it is not so,"" replied the injured Durandarte with a faint and low voice, ""when it is not so, oh cousin! I say, patience and shuffle."" Montesinos told me how all those people in the procession were servants of Durandarte and Belerma, who there with their two masters were enchanted, and that the last, who carried her heart between the canvas and in her hands, was Mrs. Belerma, who with their maids four days a week they made that procession and sang, or, to put it better, they wept dirges over the body and over the wounded heart of their cousin; and that if she had seemed somewhat ugly to me, or not as beautiful as the fame had, it was the cause of the bad nights and worst days that she spent in that enchantment, as I could see in her large dark circles and her brittle color. At the end and end of the lines came a lady, who seemed so in gravity, also dressed in black, with white headdresses so stretched out and long, that they kissed the ground. And his yellowness and dark circles do not take the opportunity to be with mensil, ordinary in women, because for many months, and even years, he has not had him or appears through his doors, but of the pain that his heart feels for the one that he continually holds in his hands, that renews him and brings to mind the misfortune of his ill-accomplished lover; If this were not the case, the great Dulcinea del Toboso, so celebrated in all these contours, and even throughout the world, would hardly equal her in beauty, grace and verve. '' '' In this great screams and cries were heard, accompanied by deep groans and anguished sobs; I turned my head, and saw through the glass walls that a procession of two lines of most beautiful maidens passed through another room, all dressed in mourning, with white turbans on their heads, in the turquoise manner. Know that you have here in your presence, and open your eyes and you will see him, that great gentleman about whom the wise Merlin has prophesied so many things, that Don Quixote de la Mancha, I say, that again and with greater advantages than in past centuries has resurrected in those present the already forgotten cavalry errant, by whose means and favor it could be that we were disenchanted; that great deeds for great men are in store. '' And, turning on his side, he returned to his customary silence, without speaking another word.","Know that here in your presence—if you open your eyes you will see him—you have that great knight about whom the wise Merlin has made so many prophecies : I mean Don Quixote of La Mancha, who once again, and to greater advantage than in past times, has revived in the present a long-forgotten knight errantry, and through his mediation and by his favor it may be that the spell over us will be broken, for great deeds are reserved for great men.’ ‘And if this is not the case,’ responded the mournful Durandarte in a low, faint voice, ‘if this is not the case, dear cousin, I say have patience and shuffle the deck.’ And turning on his side, he resumed his customary silence and did not utter another word. At this point a great weeping and wailing was heard, along with deep moans and anguished sobs; I turned my head and saw through the crystal walls a procession of two lines of beautiful maidens passing through another chamber, all of them dressed in mourning and wearing white turbans on their heads, in the Turkish fashion. At the very end and conclusion of the two lines came a matron, for her gravity made her seem one, also dressed in black, and wearing a white train so lengthy and long it brushed the ground. Her turban was twice as large as the largest of the others; she was beetle-browed and snub-nosed; her mouth was large, but her lips were red; her teeth, which she may have shown, were few in number and crooked, though as white as peeled almonds; in her hands she carried a delicate cloth, and in it, as far as I could tell, was a heart that had been mummified, it looked so dry and shriveled. Montesinos told me that all the people in the procession were servants of Durandarte and Belerma, enchanted along with their master and mistress, and that the last one, who carried the heart in the cloth, was Señora Belerma herself, who along with her maidens walked in that procession four days a week and sang, or rather wept, dirges over the body and wounded heart of his cousin; and if she had seemed rather ugly, and not as beautiful as her fame proclaimed, the cause was the bad nights and worse days she had spent in that enchantment, as one could see in the deep circles under her eyes and her sickly color. ‘ And her sallow complexion and deep circles arise not from the monthly distress common in women, because for many months, even years, she has not had it nor has it appeared at her portals, but from the sorrow her heart feels for the one she continually holds in her hands, which always renews and brings to mind the affliction of her unfortunate lover; if this were not the case, then the great Dulcinea of Toboso, so celebrated here and in the rest of the world, would barely be her equal in beauty, grace, and charm.’",1,0.025957355,0
"lexical = 60, order = 80 - Get married ! at twenty-one! You fixed that! You only have one more permission to ask! a formality. Sit down, sir. Well, you have had a revolution since I had the honor of seeing you. The Jacobins had the upper hand. You must have been happy. Haven't you been a republican since you were a baron? You accommodate that. The republic makes a barony sauce. Are you decorated for July? have you taken the Louvre a little, sir? <sent> Quite near here, in the Rue Saint-Antoine, opposite the Rue des Nonamdières, there is a cannon-ball incrusted in the wall of the third story of a house with this inscription: ‘July 28th, 1830.’ </sent> Go see it. It has a good effect. Ah! they do pretty things, your friends! By the way, aren't they making a fountain in place of the monument to M. le Duc de Berry? So you want to get married? whose ? can one without indiscretion ask to whom?","There is here very close, rue Saint-Antoine, opposite the rue des Nonaindières, a ball embedded in the wall on the third floor of a house with this inscription: July 28, 1830.",1,0.025957355,0
"lexical = 0, order = 100 [1929?]","And so I am, futile and sensitive, capable of violent and absorbing impulses, bad and good, noble and base, but never of a feeling that subsists, never of an emotion that continues, and enters the substance of the soul.",1,0.026355354,0
"lexical = 40, order = 100 ‘He knows of course what this loss means to me. He can’t want my ruin. Wasn’t he my friend? Wasn’t I fond of him? But it’s not his fault. What’s he to do if he has such luck? … And it’s not my fault either,’ he thought to himself. ‘I have done nothing wrong. Have I killed anyone, or insulted or wished harm to anyone? Why such a terrible misfortune? And when did it begin? <sent> Just now, when I came to this table, wishing to win a hundred roubles to buy that sewing box for mama's birthday and go home, I was so happy, so free, so cheerful! </sent> And I did not realize how happy I was! When did that end and when did this new, terrible state of things begin? What marked the change? I sat all the time in this same place at this table, chose and placed cards, and watched those broad-boned agile hands in the same way. When did it happen and what has happened? I am well and strong, and still the same and in the same place. No, it can’t be! Surely it will all end in nothing!’","Such a little while ago I came to this table with the thought of winning a hundred rubles to buy that casket for Mama’s name-day and then going home. I was so happy, so free, so light-hearted!",1,0.026556572,0
"lexical = 20, order = 80 He talks to me about her good mother—how, on her deathbed, she handed over house and children to Lotte, who since then has been quite changed; how, through having to care for a household and face the more serious aspects of life, she has become a real mother, and not a moment of her time passes without work or an act of love; how, in spite of all this, her blitheness and vitality have never forsaken her. I wander along at his side, pick flowers, arrange them carefully into a bouquet and…throw them into the stream rushing by and look after them as they are slowly sucked down. <sent> I forget whether I told you that Albert is to remain here. He has received a government appointment, with a very good salary; and I understand he is in high favour at court. </sent> I have rarely seen his equal when it comes to orderliness and diligence in matters of business.","I don’t know whether I wrote to you that Albert intends to remain here, and that the Prince will let him have a tidy little income because he is well liked at court.",1,0.026759284,0
"lexical = 0, order = 100 ""And what of our old comrades?"" There's a budget of news for you!"" Lastly, the Commission has now concluded its sittings.","Why do you frighten me with your indecision, bring me to doubt? I am your goal, you say, and you walk towards it so timidly, slowly; and you still have a long way to go: you must become taller than me. I expect it from you!",1,0.027169231,0
"lexical = 40, order = 100 “Well, then it is a precedent for you for the future—though don’t suppose I should venture to instruct you after the articles you publish about crime! No, I simply make bold to state it by way of fact, if I took this man or that for a criminal, why, I ask, should I worry him prematurely, even if I had evidence against him? In one case I may be bound, for instance, to arrest a man at once, but another may be in quite a different position, you know, so why shouldn’t I let him walk about the town a bit, he-he-he! But I see you don’t quite understand, so I’ll give you a clearer example. If I put him in prison too soon, I may very likely give him, so to speak, moral support, he-he! You’re laughing?” <sent> (Raskolnikov didn’t even think of laughing: he sat with his lips pressed together, never taking his inflamed gaze off Porfiry Petrovich’s eyes.) </sent> “Yes, that is the case, with some types especially, for men are so different. You say evidence. Well, there may be evidence. But evidence, you know, can generally be taken two ways. I am an examining lawyer and a weak man, I confess it. I should like to make a proof, so to say, mathematically clear, I should like to make a chain of evidence such as twice two is four, it ought to be a direct, irrefutable proof! And if I shut him up too soon—even though I might be convinced he was the man, I should very likely be depriving myself of the means of getting further evidence against him. And how? By giving him, so to speak, a definite position, I shall put him out of suspense and set his mind at rest, so that he will retreat into his shell. They say that at Sevastopol, soon after Alma,43 the clever people were in a terrible fright that the enemy would attack openly and take Sevastopol at once. But when they saw that the enemy preferred a regular siege, they were delighted, I am told and reassured, for the thing would drag on for two months at least. You’re laughing, you don’t believe me again? Of course, you’re right, too. You’re right , you’re right. These are special cases, I admit. But you must observe this, my dear Rodion Romanovich, the general case, the case for which all legal forms and rules are intended, for which they are calculated and laid down in books, does not exist at all, for the reason that every case, every crime for instance, as soon as it actually occurs, at once becomes a thoroughly special case and sometimes a case unlike any that’s gone before. Very comic cases of that sort sometimes occur. If I leave one man completely alone, if I don’t touch him and don’t worry him, but let him know or at least suspect every moment that I know all about it and am watching him day and night, and if he is in continual suspicion and terror, he’ll be bound to lose his head. He’ll come forward of his own accord, or maybe do something which will make it as plain as twice two is four—it’s delightful. It may be so with a simple peasant, but with one of our sort, an intelligent man cultivated on a certain side, it’s a dead certainty. For, my dear fellow, it’s a very important matter to know on what side a man is cultivated. And then there are nerves , there are nerves, you have overlooked them! Why, they are all sick, nervous and irritable! . . . And then how angry they all are! That I assure you is a regular gold mine for us. And it’s no anxiety to me, him running about the town free! Let him, let him walk about for a bit! I know well enough that I’ve caught him and that he won’t escape me. Where could he escape to, he-he? Abroad, perhaps? A Pole will escape abroad, but not here, especially as I am watching and have taken measures. Will he escape into the depths of the country? But you know, peasants live there, real rude Russian peasants. A modern cultivated man would prefer prison to living with such strangers as our peasants. He-he! But that’s all nonsense, and on the surface. It’s not merely that he has nowhere to run to, he is psychologically unable to escape me , he-he! What an expression! Through a law of nature he can’t escape me if he had anywhere to go. Have you seen a butterfly round a candle? That’s how he will keep circling and circling round me. Freedom will lose its attractions. He’ll begin to brood, he’ll weave a tangle round himself, he’ll worry himself to death! What’s more he will provide me with a mathematical proof—if I only give him a long enough interval . . . And he’ll keep circling round me, getting nearer and nearer and then—flop! He’ll fly straight into my mouth and I’ll swallow him, and that will be very amusing, he-he-he! You don’t believe me?”","Raskolnikov had no intention of laughing. He was sitting with compressed lips, his feverish eyes fixed on Porfiry Petrovich’s.",1,0.027169231,0
"lexical = 40, order = 20 Thank God that the first blow and the first shock are over and that you have taken it as you have, and don’t look on me as a false friend, or an egoist for keeping you here and deceiving you because I love you as my angel and could not bring myself to part from you. she does nothing more than grumble; as for other people, they don’t matter, one mustn’t borrow money of them, that’s all, and to conclude my explanations I tell you, Varvara Alexyevna, that your respect for me I esteem more highly than anything on earth, and I am comforted by it now in my temporary troubles. At home our landlady did nothing but shout, and now that with the help of your ten roubles I have paid part of what I owe her","At home, the hostess screams, but now, when I paid her part of the debt with the help of your ten rubles, she only grumbles, but nothing more. As for the rest, they are nothing; they just do not need to ask for a loan, otherwise they will do nothing. And in conclusion of my explanations, I will tell you, mother, that I consider your respect for me above everything in the world, and thus I now console myself in my temporary disturbances. Thank God that the first blow and the first troubles have passed and you have accepted it in such a way that you do not consider me a treacherous friend and selfish person for keeping you at my place and deceiving you, unable to part with you and loving you as mine. angel.",1,0.027376488,0
"lexical = 80, order = 40 When Levin, having loaded his gun, moved on, the sun, although not yet visible behind the clouds, had already risen. The month, having lost all its brilliance, like a cloud, shone white in the sky; there were no more stars to be seen. The lobes, formerly silvery with dew, now gilded. The rust was all amber. The blue of the grasses turned into yellowish greens. Marsh birds swarmed on the bushes by the brook, shining with dew and forming a long shadow. <sent> Jackdaws flew into the fields, and a barefoot boy was already driving the horses towards an old man, who had got up from under his caftan and was scratching himself. A hawk woke up and sat on a haystack, turning its head from side to side, looking with displeasure at the marsh. </sent> The smoke from the shots gleamed like milk on the green grass.","The hawk woke up and sat on a hayk, turning his head from side to side, looking displeased at the swamp. Jackdaws flew into the field, and the barefoot boy was already urging the horses to the old man who had risen from under the caftan and was scratching himself.",1,0.027376488,0
"lexical = 40, order = 60 He rode in his light chariot with a few natives as guides. He came to the ford, and from a secluded spot in the mountains on the north bank, he looked about him. The whole country was mountainous and difficult, impassable for any carriage. So he got out and went afoot. Presently, from a hill he saw a long winding valley, like a huge serpent. The sides were very precipitous and bare. However, a road ran through the middle. “What is the name of the valley?” asked Zhuge Liang. “It is called 'Coiled Serpent Valley,'“ said the guides. “At the other end you come into the high road to Three Rivers. The road goes by a valley called 'Talang See.' “ “The very thing,” cried Zhuge Liang. “Surely this is providence. I shall score a great success here.” Having seen enough, he retraced his steps, found his chariot, and returned to camp. Arrived at the camp, Ma Dai was called and put in charge of the preparations. Zhuge Liang gave him an order: “I will give you the ten black painted carts, and you are to get a thousand long bamboo poles. Open the carts, and follow my instructions there. Then you are to keep the two ends of the Coiled Serpent Valley. Half a month is the deadline, and all of these must be performed with the most perfect secrecy under military law and punishment.” <sent> Then Zhao Zilong is given his instructions. But do not come looking for me until after the fifteenth battle.’ Make camp there. In two weeks I want you to “lose” fifteen battles and abandon up to seven camps. ‘Go and control the end of the valley that leads to Sanjiang and make sure you are ready.’ Again Kong Ming gives his orders, and Zhao Zilong departs to carry them out. The most complex instructions are given to Wei Yan. ‘ Go to the banks of Peach Blossom river. Now, when the Man soldiers attack, abandon the camp and retreat to where you will see a white flag flying. This is not quite what Wei Yan hoped he would be called upon to do, but he accepts, even though his heart is troubled by these strange commands. </sent> Next, Zhang Yi was sent to make a stockade at a certain indicated point, and Zhang Ni and Ma Zhong was told to lead the Mang soldiers who had surrendered, and other orders were given.","Next Zhao Yun was sent to a point on the Three River road; Wei Yan to camp at the Peach Flowers Ford. Zhuge Liang told Wei Yan, “If the Mangs come over the river, you are to abandon the camp and march toward a certain white flag you will see. Further, in half a month you would have to acknowledge defeat some fifteen times and abandon seven camps. On no account are you to come to interview me even after fourteen defeats.” Wei Yan went off, not a little hipped at the prospect, but prepared to obey.",1,0.027585285,0
"lexical = 80, order = 40 We are going to see M. Jean.” “Thy father! Cosette, thy father more than ever. Cosette, I guess it. You told me that you had never received the letter that I sent you by Gavroche. It must have fallen into his hands. Cosette, he went to the barricade to save me. As it is a necessity with him to be an angel, he saved others also; he saved Javert. He rescued me from that gulf to give me to you. He carried me on his back through that frightful sewer. Ah! I am a monster of ingratitude. Cosette, after having been your providence, he became mine. Just imagine, there was a terrible quagmire enough to drown one a hundred times over, to drown one in mire. Cosette! he made me traverse it. <sent> I will pass the rest of my life in venerating him. Yes, that must be it, do you see, Cosette? We are going to bring him back, take him with us, whether he will or no, he shall never leave us again. If he is only at home! If we only find him! I had fainted; I saw nothing , I heard nothing, I could know nothing of my own fate. </sent> Gavroche must have delivered my letter to him. All is explained. You understand.”","I was unconscious; I saw nothing, I heard nothing, I could know nothing of my own adventure. We are going to bring him back, to take him with us, whether he is willing or not, he shall never leave us again. If only he is at home! Provided only that we can find him, I will pass the rest of my life in venerating him. Yes, that is how it should be, do you see, Cosette?",1,0.027585285,0
"lexical = 40, order = 100 The trees on these mountains are my company, the clear waters of these streams are my mirrors; and to the trees and the waters I reveal my thoughts and my beauty. I am the distant fire and the far-off sword. Those who have loved me for my looks I have disabused with my words. <sent> If desires feed on hopes, and since I have given no hope to Grisóstomo or to any other man regarding those desires, it is correct to say that his obstinacy, not my cruelty, is what killed him. And if you claim that his thoughts were virtuous, and for this reason I was obliged to respond to them, I say that when he revealed to me the virtue of his desire, on the very spot where his grave is now being dug, I told him that mine was to live perpetually alone and have only the earth enjoy the fruit of my seclusion and the spoils of my beauty; and if he, despite that discouragement, wished to persist against all hope and sail into the wind, why be surprised if he drowned in the middle of the gulf of his folly? </sent> If I’d encouraged him, I should have been false; if I’d gratified him, I should have been acting against my own intentions, better than his. He persisted although disabused, he despaired although not hated: and now you tell me whether it’s just for me to be blamed for his grief!","And if desires are kept alive on hope, I have never given any hope to Grisóstomo or fulfilled any man’s desires, so it can truly be said of all of them that they were killed by their own obstinacy rather than by my cruelty. And if it’s objected that his intentions were honourable and that for this reason I should have been more responsive to him, I reply that when, in that very place where his grave is being dug now, he revealed those honourable intentions of his to me, I told him that mine were to live in perpetual solitude and to allow nothing but the earth to enjoy the fruits of my seclusion and the remains of my beauty. If, after I’d spoken as plainly as that, he still chose to persevere against all hope and sail against the wind, is it surprising that he sank in the middle of the gulf of his own folly?",1,0.027795624,0
"lexical = 40, order = 40 “Thus I imagined she thought, or rather felt, and indeed it would have been impossible for it to be otherwise. She had been educated to believe that in this world there is only one thing worthy of anyone’s attention—love. How to keep it from being wasted? “She grew fuller after she stopped bearing children, and her malady—the constant worriment over the children— began to disappear. It did not really disappear, but she awoke, as it were, from a drunken stupor; she began to remember and to see that there was a whole world, a divine world, with joys she had forgotten and in which she did not know how to live—a wonderful world which she did not understand at all! ‘ “I am a little tired, but I will go on with my story. She had become married, she had got some notion of what this love was, but it was far from what had been promised, from what she expected. She had undergone the loss of many illusions; she had borne many sufferings, and then that unexpected torment—so many children! His face had undergone a complete change: a sad look came into his eyes and a strange sort of smile curved his lips. Yes,” he began again, after he had lit a cigarette. There is plenty of time left; it has not begun to grow light yet. Time is fleeting—it will not return.’","His face became completely different, his eyes were miserable, and a kind of strange almost smile wrinkled his lips. I'm a little tired, but I'll tell you. There's still plenty of time, it hasn't dawned yet. Yes, sir,” he began again, lighting a cigarette. - She has gained weight since she stopped giving birth, and this illness - eternal suffering for children - began to pass; not only to pass, but she seemed to wake up from drunkenness, came to her senses and saw that there was a whole world of God with its joys, about which she had forgotten, but in which she did not know how to live, the world of God, which she did not understand at all. “How not to miss! Time will pass, you won’t return!” So it seems to me that she thought, or rather felt, and it was impossible for her to think and feel otherwise: she was brought up in the fact that there is only one thing in the world worthy of attention - love. She got married, received something from this love, but not only far from what was promised, what was expected, but also a lot of disappointments, sufferings, and then unexpected torment - children!",1,0.028007522,0
"lexical = 0, order = 40 No, no, do not make me completely despair! she yelled. What do you want me for? What are you thinking about? Do you think I should…. My God, let's not talk about this anymore, please. Go then! Now you have ruined everything with just a few stupid words, even all our conversations you have ruined, and now we can not meet again. Why did you do that? No if I had known so wrong! Yeah <sent> I beg you, don’t mention this again, for your sake as well as mine. </sent> You understand then well that I can not be anything to you ; I do not understand how you have ever been able to think that. So let it not last any longer. They have to go home and try to take it with them. My God, it sincerely hurts you too; but I can not act differently.","Al that sounds pretty crap to me, Looks like BT aint for me either.",1,0.028220987,0
"lexical = 40, order = 80 It happened in front of that installation, on the other side of which the {328}counselor stood at first. Joachim sat down in a kind of shoemaker's chair in front of a board against which he pressed his chest and also wrapped his arms around it; and with kneading movements the assistant improved his position by pushing Joachim's shoulders further forward and massaging his back. Then he went behind the camera to examine the view, like any photographer, stooped, legs apart, expressed his satisfaction and admonished Joachim, stepping aside, to take a deep breath and, until it was all over, to hold his breath. Joachim's rounded back stretched and stood still. At that moment the assistant at the switchboard had done the necessary thing. For two seconds terrifying forces, the exertion of which was necessary to penetrate matter, played currents of thousands of volts, hundreds of thousands, Hans Castorp thought he remembered. Scarcely subdued to the end, the powers sought to find vent in byways. <sent> They could hardly be confined to their office, they tried to escape through other outlets: there were explosions like pistol-shots, blue sparks on the measuring apparatus; long lightnings crackled along the walls. </sent> Somewhere a red light, like an eye, silently and menacingly peered into the room, and a vial in Joachim's back was filling with green. Then everything calmed down; the light phenomena disappeared and Joachim let out his breath with a sigh. It had happened.",Discharges cracked like shots. The measuring apparatus crackled blue. Long bolts of lightning crackled along the wall.,1,0.028220987,0
"lexical = 0, order = 0 “Stop grumbling,” said Monkey. “You'll be the death of me, you ape,” said Sanzang. That night the horse never stopped, and they kept on till dawn. “Because of your greed I've had to stay awake all night.”","“Don’t be afraid. It’s you.” “So it is!” Pigsy and Sandy exclaimed, clapping their hands. “Congratulations!” added the boatman.",1,0.029090757,0
"lexical = 60, order = 60 Candide first kissed the bottom of the commandant's robe, then they sat down to table. ""So you are German?"" said the Jesuit to him in that language. "" Yes, my Reverend Father,"" said Candide. Both of them, while pronouncing these words, looked at each other with extreme surprise and an emotion of which they were not the masters. “And which country of Germany are you from? said the Jesuit. — From the filthy province of Vestphalia, said Candide: I was born in the castle of Thunder-ten-tronckh. — O heaven! Is it possible? cried the commander. - What a miracle! exclaimed Candide. ""Could it be you?"" said the commander. ""That is not possible,"" said Candide. They both fall backwards, they kiss, they shed streams of tears. "" What! would it be you, my Reverend Father? you, the brother of the beautiful Cunégonde! you, who were killed by the Bulgarians! <sent> you, the son of Monsieur le Baron! </sent> you, Jesuit in Paraguay! We must admit that this world is a strange thing. O Pangloss! Pangloss! how glad you would be if you had not been hanged! »",you the baron’s son!,1,0.02931223,0
